meal_name,Calories,Proteins,Carbs,Fats,sugar_g,diet_type
Other,1887.0,83.5,208.2,55.11,26.98,Paleo
Other,1233.0,106.68,267.62,71.23,11.03,Vegan
Other,1503.0,86.82,218.73,58.42,17.69,Vegetarian
Other,1742.0,87.61,220.17,58.27,43.92,Vegetarian
Other,2268.0,61.88,154.89,41.36,7.47,Keto
Other,1700.0,83.13,209.88,55.6,26.88,Vegan
Other,2765.0,62.0,153.28,41.71,1.65,Paleo
Other,2650.0,122.09,303.78,81.38,39.45,Keto
Other,1797.0,92.03,231.84,61.87,0.58,Vegetarian
Other,1617.0,88.84,222.8,59.53,27.41,Paleo
Other,1318.0,89.5,223.86,59.91,48.83,Vegan
Other,2365.0,112.79,280.72,75.43,1.82,Paleo
Other,1382.0,87.94,220.61,58.28,25.74,Vegetarian
Other,2336.0,113.66,282.2,75.85,21.18,Keto
Other,2468.0,110.94,278.14,74.34,40.72,Keto
Other,2183.0,121.48,302.16,81.77,33.42,Low-Carb
Other,1751.0,85.46,214.32,57.05,13.59,Keto
Other,1788.0,124.92,311.23,83.08,17.83,Keto
Other,2503.0,99.16,246.93,65.92,14.61,Keto
Other,1625.0,81.87,203.52,54.49,36.7,Low-Carb
Other,1651.0,86.84,217.65,58.42,2.79,Paleo
Other,2250.0,108.46,276.27,73.42,10.62,Keto
Other,2477.0,118.21,294.85,79.13,19.27,Keto
Other,2045.0,122.96,305.72,81.91,10.8,Vegan
Other,1760.0,124.01,311.05,83.03,40.34,Paleo
Other,2495.0,81.13,203.84,53.95,43.61,Keto
Other,2372.0,104.56,261.63,69.99,16.44,Low-Carb
Other,1666.0,117.71,292.84,78.4,40.62,Keto
Other,1445.0,81.44,204.15,55.14,49.78,Vegetarian
Other,1994.0,80.36,200.17,53.68,44.53,Keto
Other,1390.0,94.03,234.37,62.79,9.17,Balanced
Other,2477.0,171.6,427.59,114.76,42.49,Low-Carb
Other,3166.0,94.94,235.26,62.81,20.08,Low-Carb
Other,1922.0,108.6,271.75,72.3,39.42,Low-Carb
Other,1415.0,109.94,274.28,72.9,32.09,Balanced
Other,1468.0,165.24,414.05,110.46,4.72,Vegan
Other,2356.0,112.64,283.55,75.21,11.07,Balanced
Other,2841.0,89.23,222.61,59.04,2.28,Vegan
Other,3317.0,91.93,230.54,60.79,3.7,Keto
Other,3091.0,96.36,243.7,64.36,32.55,Vegan
Other,2502.0,100.52,251.56,66.89,7.67,Paleo
Other,1443.0,124.04,309.38,82.59,22.37,Balanced
Other,2688.0,117.96,298.6,78.79,43.66,Balanced
Other,2025.0,100.79,250.45,66.86,15.42,Balanced
Other,3287.0,91.38,229.92,61.1,3.75,Low-Carb
Other,1343.0,87.23,218.67,58.31,25.75,Balanced
Other,1848.0,149.82,375.22,100.31,39.9,Low-Carb
Other,2170.0,121.09,302.5,80.4,37.69,Keto
Other,1473.0,104.27,260.49,69.57,14.38,Paleo
Other,2093.0,90.47,225.79,60.88,12.25,Vegetarian
Other,2360.0,112.1,281.49,75.1,23.4,Balanced
Other,2559.0,113.55,282.9,75.61,21.42,Vegan
Other,1821.0,157.44,392.76,104.71,38.23,Vegan
Other,1924.0,150.84,375.75,100.37,40.01,Vegan
Other,1606.0,93.91,234.35,62.71,17.59,Vegetarian
Other,1840.0,84.42,208.76,56.38,39.6,Balanced
Other,1396.0,132.0,330.36,87.78,11.92,Vegan
Other,1930.0,116.22,291.03,77.57,37.95,Keto
Other,2070.0,64.45,162.52,43.06,38.44,Vegan
Other,1426.0,156.53,390.4,103.93,26.51,Low-Carb
Other,1356.0,114.37,284.54,76.21,0.89,Low-Carb
Other,1647.0,103.63,257.01,68.92,12.32,Paleo
Other,1458.0,70.61,175.01,47.3,9.21,Low-Carb
Other,2422.0,97.33,245.25,65.25,29.79,Keto
Other,1396.0,79.05,196.46,52.51,5.87,Vegetarian
Other,1771.0,114.48,290.04,76.93,31.01,Vegetarian
Other,1442.0,87.29,219.19,58.41,15.56,Vegetarian
Other,2065.0,79.56,203.18,53.31,32.97,Vegan
Other,2376.0,100.72,252.91,67.39,49.08,Vegan
Other,1718.0,71.83,177.55,48.22,43.08,Paleo
Other,1604.0,98.68,248.63,65.93,20.94,Balanced
Other,3188.0,88.93,222.56,59.29,7.18,Low-Carb
Other,1393.0,108.11,271.63,72.4,34.91,Low-Carb
Other,2309.0,78.64,197.1,52.37,18.1,Vegan
Other,1624.0,79.14,196.55,52.56,1.89,Low-Carb
Other,3268.0,95.05,239.49,63.39,21.27,Keto
Other,2800.0,103.83,259.55,69.32,40.93,Vegetarian
Other,1606.0,90.2,223.93,60.03,37.04,Paleo
Other,2890.0,91.82,228.87,61.54,41.8,Keto
Other,3344.0,64.69,163.29,43.61,18.38,Vegetarian
Other,2760.0,122.03,304.17,81.42,15.29,Vegetarian
Other,3175.0,100.51,252.36,67.38,31.34,Balanced
Other,2205.0,65.0,163.46,42.84,38.07,Low-Carb
Other,1685.0,73.36,185.1,48.99,19.4,Paleo
Other,2201.0,100.95,254.02,67.51,48.85,Balanced
Other,1447.0,76.14,192.17,50.45,29.65,Paleo
Other,2168.0,135.23,335.21,90.14,36.78,Low-Carb
Other,1834.0,129.05,324.73,86.17,5.87,Low-Carb
Other,1958.0,66.11,166.02,44.06,7.42,Vegan
Other,1672.0,108.11,271.03,72.75,35.37,Vegan
Other,2748.0,71.97,180.2,48.14,28.77,Vegetarian
Other,2566.0,80.66,203.42,53.51,20.45,Keto
Other,2305.0,70.02,175.24,46.69,7.92,Paleo
Other,1875.0,87.21,215.28,57.85,5.24,Paleo
Other,2639.0,153.57,385.95,102.78,0.59,Keto
Other,2283.0,109.88,273.92,72.95,10.55,Low-Carb
Other,2062.0,122.53,305.22,81.66,23.56,Vegetarian
Other,3226.0,83.44,208.07,54.96,39.95,Paleo
Other,2277.0,87.33,215.27,57.9,17.5,Paleo
Other,1837.0,71.48,177.68,48.01,43.59,Balanced
Other,2564.0,121.42,305.4,81.85,15.36,Balanced
Other,1140.0,87.71,218.82,58.53,26.0,Vegan
Other,2142.0,72.03,179.2,47.43,36.81,Vegan
Other,1817.0,119.34,300.36,80.04,15.82,Low-Carb
Other,1624.0,72.51,179.08,48.46,43.5,Vegetarian
Other,2684.0,94.75,237.16,62.86,21.2,Balanced
Other,2985.0,122.13,305.28,81.95,15.43,Keto
Other,2357.0,81.24,202.76,53.93,9.68,Balanced
Other,1986.0,163.08,405.95,108.56,2.93,Keto
Other,1793.0,79.24,197.43,52.1,7.26,Vegan
Other,3259.0,117.08,294.18,78.55,0.76,Paleo
Other,3263.0,92.73,230.15,62.0,39.76,Low-Carb
Other,2732.0,89.43,222.03,59.96,29.66,Vegan
Other,1382.0,105.33,264.02,70.07,26.18,Vegetarian
Other,1863.0,80.01,201.22,54.1,1.57,Vegetarian
Other,1777.0,129.88,324.31,86.36,5.48,Keto
Other,937.0,73.56,183.49,49.29,40.46,Paleo
Other,2467.0,61.67,151.91,39.72,32.06,Paleo
Other,1614.0,93.09,232.76,61.11,22.49,Keto
Other,2284.0,73.3,183.15,49.05,39.17,Vegan
Other,1835.0,98.0,242.86,64.97,49.71,Keto
Other,1966.0,103.05,258.43,69.17,8.45,Balanced
Other,1718.0,90.48,228.63,61.23,3.07,Keto
Other,1618.0,108.19,269.78,72.87,34.76,Vegan
Other,1731.0,87.07,219.51,58.02,43.46,Balanced
Other,1648.0,84.91,210.47,55.95,11.92,Paleo
Other,2142.0,126.35,316.59,85.31,10.11,Balanced
Other,2212.0,97.44,243.8,64.71,39.46,Keto
Other,1210.0,95.59,239.4,64.11,43.96,Balanced
Other,2218.0,97.47,244.34,65.02,14.06,Keto
Other,2109.0,111.63,279.61,74.11,30.61,Balanced
Other,1937.0,69.65,174.14,47.16,11.57,Paleo
Other,1816.0,100.54,250.8,66.54,41.99,Vegan
Other,2564.0,81.67,201.87,53.72,43.33,Paleo
Other,1693.0,86.88,219.43,58.43,16.93,Vegan
Other,2245.0,97.44,243.14,64.91,15.03,Keto
Other,1849.0,92.66,231.27,61.91,0.28,Vegan
Other,2147.0,78.71,194.57,52.24,8.32,Vegetarian
Other,3114.0,100.57,251.81,67.09,31.6,Balanced
Other,2599.0,89.17,221.18,59.63,29.97,Low-Carb
Other,2202.0,86.63,217.74,57.84,31.33,Balanced
Other,2111.0,123.45,307.43,81.64,13.32,Vegetarian
Other,1998.0,108.33,271.97,72.76,19.21,Vegetarian
Other,1397.0,103.78,259.09,69.28,44.37,Vegan
Other,2123.0,85.5,211.75,56.53,18.7,Balanced
Other,1389.0,79.19,196.89,52.69,5.93,Vegetarian
Other,2137.0,108.19,268.85,72.07,12.64,Low-Carb
Other,1077.0,108.86,272.88,72.93,23.78,Keto
Other,2388.0,107.93,270.59,72.09,3.75,Vegetarian
Other,1983.0,72.67,178.76,48.43,3.16,Vegetarian
Other,2462.0,112.81,282.43,75.7,12.83,Vegan
Other,2381.0,62.51,156.47,41.89,7.76,Vegetarian
Other,1951.0,82.52,204.93,54.98,8.66,Keto
Other,2024.0,96.19,240.06,64.22,34.48,Vegan
Other,2070.0,62.23,157.71,41.72,0.99,Vegan
Other,2194.0,122.73,307.41,81.68,31.64,Low-Carb
Other,1545.0,85.53,216.51,57.06,25.85,Vegetarian
Other,1154.0,84.55,210.22,57.0,2.45,Balanced
Other,1898.0,61.67,156.11,41.44,0.97,Low-Carb
Other,1412.0,62.43,158.07,41.89,35.65,Vegan
Other,1893.0,77.23,193.76,51.97,25.02,Vegetarian
Other,1548.0,108.42,272.71,72.83,14.48,Vegan
Other,2485.0,97.82,245.84,65.29,36.62,Balanced
Other,2155.0,95.84,239.51,64.37,30.09,Balanced
Other,2392.0,129.34,320.33,86.4,43.43,Vegan
Other,1674.0,97.32,244.03,65.47,41.89,Low-Carb
Other,2050.0,83.82,209.21,55.95,40.01,Vegetarian
Other,1895.0,85.19,211.66,57.05,18.54,Vegetarian
Other,1804.0,122.29,304.08,80.51,15.58,Vegetarian
Other,1606.0,81.77,201.47,54.77,42.24,Balanced
Other,2094.0,118.1,298.61,78.92,25.92,Keto
Other,2578.0,130.71,329.07,87.83,6.82,Vegetarian
Other,1895.0,82.16,202.87,54.59,17.62,Keto
Other,2769.0,114.87,290.19,77.37,3.19,Keto
Other,1517.0,90.61,228.86,60.67,25.24,Balanced
Other,1266.0,102.89,255.03,68.24,16.88,Paleo
Other,1598.0,99.09,245.85,65.96,5.05,Low-Carb
Other,1636.0,85.87,213.73,56.72,12.25,Vegan
Other,1447.0,83.49,208.72,55.37,20.56,Balanced
Other,2196.0,161.32,404.0,107.66,36.91,Vegan
Other,1501.0,123.64,308.54,82.13,6.57,Paleo
Other,1680.0,98.61,244.31,65.9,4.52,Paleo
Other,1854.0,83.38,207.97,56.05,16.62,Balanced
Other,2397.0,66.58,166.43,43.79,39.26,Keto
Other,1622.0,108.71,271.91,72.68,14.44,Low-Carb
Other,3011.0,93.88,232.35,62.08,34.84,Vegan
Other,2316.0,125.35,312.51,83.72,8.07,Vegan
Other,1838.0,89.79,224.68,60.5,37.45,Paleo
Other,1638.0,120.88,303.84,80.08,15.53,Vegetarian
Other,1356.0,96.83,239.84,64.73,4.65,Vegan
Other,1960.0,65.41,166.86,43.12,5.81,Vegetarian
Other,1650.0,119.6,299.77,79.9,18.43,Paleo
Other,1599.0,88.29,222.28,59.45,40.29,Vegetarian
Other,2330.0,102.34,255.24,67.79,6.35,Vegan
Other,1748.0,91.98,228.82,61.53,39.18,Low-Carb
Other,1657.0,113.16,283.35,75.82,29.89,Low-Carb
Other,1285.0,71.06,178.4,47.36,15.71,Paleo
Other,1856.0,91.53,230.5,60.8,32.33,Balanced
Other,1112.0,91.91,229.58,60.92,25.79,Keto
Other,1673.0,145.97,364.57,97.27,27.46,Vegan
Other,2139.0,84.33,210.01,56.32,47.02,Vegan
Other,2106.0,102.06,257.01,68.39,22.05,Vegetarian
Other,1323.0,94.17,235.17,63.2,43.69,Balanced
Other,1397.0,97.49,244.3,65.23,6.55,Paleo
Other,1057.0,108.2,272.05,72.16,23.45,Vegetarian
Other,1758.0,115.27,289.74,76.85,12.24,Balanced
Other,1882.0,73.04,180.93,48.22,10.99,Balanced
Other,1646.0,121.28,304.67,81.33,9.75,Paleo
Other,1779.0,112.07,280.91,74.57,4.43,Balanced
Other,3031.0,74.19,185.18,49.24,25.43,Vegan
Other,1555.0,92.58,230.04,61.77,15.75,Low-Carb
Other,1728.0,157.24,392.14,104.67,37.84,Low-Carb
Other,1435.0,79.36,197.29,52.51,46.88,Vegan
Other,1839.0,76.93,189.08,51.24,0.5,Balanced
Other,2665.0,91.84,228.57,60.96,13.02,Keto
Other,1693.0,95.99,238.39,63.61,41.9,Vegan
Other,3019.0,83.45,208.1,55.62,42.84,Vegan
Other,1970.0,79.22,198.22,52.79,42.74,Keto
Other,1930.0,171.03,427.5,114.0,41.9,Paleo
Other,2039.0,98.04,244.94,64.4,7.01,Vegetarian
Other,1575.0,72.48,179.02,47.99,28.73,Paleo
Other,1716.0,83.39,209.09,56.11,39.45,Keto
Other,1255.0,123.51,307.79,82.06,45.68,Vegan
Other,1542.0,71.11,175.71,47.91,8.12,Vegan
Other,1296.0,113.3,281.99,75.55,34.57,Low-Carb
Other,2940.0,71.55,177.9,47.81,28.67,Balanced
Other,2840.0,85.89,214.49,57.07,22.1,Vegetarian
Other,1275.0,106.51,266.74,70.63,15.1,Keto
Other,1345.0,113.72,285.5,76.16,0.87,Keto
Other,2005.0,100.21,249.95,65.75,19.98,Paleo
Other,1830.0,117.41,295.53,78.61,17.41,Vegan
Other,1666.0,96.73,242.79,64.9,1.95,Keto
Other,1984.0,101.14,254.06,67.52,-0.05,Balanced
Other,2044.0,101.86,255.39,68.2,20.66,Vegetarian
Other,1754.0,105.92,263.65,70.85,17.03,Low-Carb
Other,2340.0,71.68,176.73,47.66,36.24,Keto
Other,3130.0,122.98,308.04,81.7,1.63,Keto
Other,2212.0,98.38,244.74,65.52,26.54,Vegetarian
Other,1530.0,87.94,217.63,59.48,25.42,Vegetarian
Other,1798.0,67.53,167.93,44.47,3.28,Balanced
Other,1199.0,87.81,218.25,58.68,6.61,Balanced
Other,1742.0,124.91,311.91,82.59,18.32,Vegetarian
Other,1405.0,62.41,159.65,41.61,36.27,Vegetarian
Other,1558.0,86.7,215.92,57.73,19.74,Low-Carb
Other,2043.0,134.17,333.41,89.48,39.19,Low-Carb
Other,1434.0,78.36,196.77,51.96,38.76,Paleo
Other,2456.0,100.67,250.14,67.01,6.76,Low-Carb
Other,1066.0,106.3,266.33,70.84,15.13,Keto
Other,2671.0,85.72,215.59,57.26,32.12,Balanced
Other,1950.0,107.17,270.18,71.73,34.03,Paleo
Other,1475.0,108.26,269.39,72.23,30.13,Vegetarian
Other,2130.0,87.81,221.89,58.93,6.44,Balanced
Other,3041.0,91.78,228.85,61.51,13.22,Vegan
Other,1674.0,80.91,202.91,54.32,0.83,Balanced
Other,2958.0,106.44,263.45,70.18,25.27,Low-Carb
Other,1442.0,96.55,241.66,64.24,0.36,Vegetarian
Other,1821.0,94.38,236.21,62.93,27.1,Keto
Other,1698.0,111.43,277.3,74.41,12.12,Paleo
Other,2883.0,112.32,281.62,75.07,34.7,Vegetarian
Other,1823.0,81.81,201.67,54.3,34.95,Vegetarian
Other,1830.0,97.06,244.03,65.54,41.71,Paleo
Other,1344.0,132.01,331.04,88.03,11.38,Low-Carb
Other,3035.0,112.09,281.16,75.23,21.14,Low-Carb
Other,1994.0,102.3,254.6,67.67,5.04,Paleo
Other,2978.0,103.2,257.67,69.32,30.98,Low-Carb
Other,1349.0,113.47,284.41,75.47,3.09,Vegetarian
Other,3168.0,123.14,306.85,82.05,2.03,Paleo
Other,3241.0,71.41,173.56,47.32,49.4,Paleo
Other,1561.0,81.65,204.66,54.14,26.61,Vegan
Other,2027.0,121.92,305.69,81.41,26.49,Vegan
Other,1783.0,97.79,245.29,65.31,22.1,Keto
Other,2705.0,101.8,253.86,67.6,48.89,Vegetarian
Other,1662.0,92.94,231.96,61.41,25.08,Vegetarian
Other,1738.0,96.82,244.63,64.63,4.29,Balanced
Other,1654.0,108.79,272.8,72.31,14.84,Paleo
Other,1153.0,105.28,263.66,70.79,16.56,Balanced
Other,2457.0,102.9,256.01,67.47,6.16,Paleo
Other,2355.0,95.98,242.77,64.56,17.39,Vegan
Other,1360.0,113.64,282.72,75.85,34.2,Keto
Other,1474.0,81.31,203.21,54.0,45.67,Vegan
Other,2084.0,66.11,164.29,43.77,6.34,Balanced
Other,1797.0,83.11,206.79,55.15,49.35,Vegan
Other,1479.0,106.72,265.62,71.13,11.09,Low-Carb
Other,1599.0,70.35,176.11,47.33,8.24,Vegetarian
Other,1535.0,106.53,266.86,70.7,18.1,Vegetarian
Other,1689.0,119.32,298.27,80.1,19.57,Paleo
Other,1621.0,78.51,199.73,53.53,25.55,Vegan
Other,1993.0,102.38,254.93,68.42,31.84,Keto
Other,2642.0,114.22,285.79,75.81,22.57,Vegetarian
Other,1464.0,106.79,266.67,71.19,10.91,Vegan
Other,3185.0,91.7,231.03,61.59,41.76,Vegan
Other,1221.0,84.75,213.76,56.89,48.62,Vegan
Other,1158.0,111.09,276.33,73.77,47.51,Paleo
Other,1770.0,71.67,181.06,47.29,43.43,Vegetarian
Other,1271.0,113.68,283.74,75.19,11.69,Balanced
Other,1924.0,80.22,202.02,53.71,42.3,Vegan
Other,3404.0,93.22,231.97,61.66,40.07,Keto
Other,2975.0,86.61,215.1,57.08,0.15,Vegan
Other,2030.0,147.13,369.03,98.34,36.17,Low-Carb
Other,2297.0,92.74,232.59,61.91,16.98,Low-Carb
Other,3334.0,102.85,257.15,68.57,31.04,Keto
Other,2234.0,71.98,182.98,48.42,27.97,Low-Carb
Other,1723.0,67.67,168.02,44.98,19.76,Low-Carb
Other,1953.0,127.03,316.22,84.12,10.54,Vegan
Other,1232.0,101.9,255.26,68.64,43.42,Keto
Other,1453.0,106.37,266.06,71.16,11.1,Low-Carb
Other,1749.0,94.14,237.29,62.59,11.46,Vegetarian
Other,1854.0,112.69,284.18,74.93,13.37,Vegan
Other,2139.0,91.61,229.2,60.95,48.49,Paleo
Other,1511.0,129.69,324.31,86.84,17.59,Vegetarian
Other,2780.0,98.82,246.55,66.16,16.46,Keto
Other,2151.0,102.87,257.15,68.49,37.92,Keto
Other,2867.0,88.79,223.67,58.78,19.51,Paleo
Other,2171.0,105.11,260.13,69.2,19.54,Low-Carb
Other,1309.0,77.52,195.48,52.0,17.41,Vegetarian
Other,2021.0,128.66,320.23,85.75,47.75,Balanced
Other,2087.0,85.12,211.47,56.77,18.7,Vegan
Other,2416.0,126.63,317.86,85.26,13.24,Vegetarian
Other,1876.0,157.19,391.78,104.58,38.37,Keto
Other,1595.0,96.08,241.39,64.6,45.84,Vegan
Other,1904.0,114.47,284.6,76.16,25.62,Vegan
Other,1212.0,68.67,173.03,45.53,42.26,Balanced
Other,1317.0,156.87,390.25,104.4,26.08,Paleo
Other,1237.0,91.66,229.57,61.18,25.79,Vegan
Other,2212.0,80.19,200.57,52.89,33.74,Vegetarian
Other,1891.0,136.91,340.86,90.95,31.3,Balanced
Other,1330.0,106.38,265.98,70.67,10.18,Keto
Other,1673.0,145.44,365.34,97.4,6.96,Vegan
Other,2188.0,88.85,220.93,58.78,6.4,Vegetarian
Other,2870.0,71.81,177.33,47.39,28.74,Paleo
Other,2087.0,81.65,204.24,54.04,48.57,Vegan
Other,2034.0,112.34,278.21,74.65,30.45,Low-Carb
Other,1083.0,138.91,346.54,92.48,19.68,Low-Carb
Other,2050.0,87.26,217.1,58.35,5.32,Balanced
Other,1839.0,126.96,317.44,85.31,5.82,Vegan
Other,1357.0,121.66,303.6,81.59,3.59,Low-Carb
Other,1180.0,131.73,330.47,87.54,10.71,Vegetarian
Other,2724.0,73.65,182.7,48.78,35.56,Keto
Other,1714.0,91.48,229.63,61.4,2.6,Vegetarian
Other,1891.0,71.58,179.59,47.34,42.96,Vegetarian
Other,2109.0,78.04,196.55,52.02,23.97,Vegan
Other,1567.0,82.11,204.03,54.45,36.89,Low-Carb
Other,1152.0,70.82,175.34,47.03,15.81,Keto
Other,2203.0,72.0,179.1,47.72,29.63,Keto
Other,1848.0,112.42,281.71,75.23,13.17,Paleo
Other,2064.0,108.64,273.66,72.26,36.26,Keto
Other,2328.0,84.84,213.39,56.4,46.66,Low-Carb
Other,1828.0,162.35,405.77,108.34,40.95,Paleo
Other,1076.0,95.55,237.55,63.66,21.17,Balanced
Other,2036.0,146.3,366.99,98.1,40.05,Vegetarian
Other,1984.0,102.92,257.84,68.65,42.17,Balanced
Other,2609.0,118.44,295.74,79.18,43.96,Balanced
Other,3266.0,118.66,295.66,78.52,7.25,Vegan
Other,2034.0,89.1,221.46,58.93,15.13,Keto
Other,2397.0,98.27,245.09,65.69,36.38,Low-Carb
Other,3096.0,110.23,277.15,74.06,15.92,Keto
Other,3208.0,131.1,327.38,87.59,45.19,Balanced
Other,2250.0,154.74,385.82,103.35,37.64,Balanced
Other,2227.0,81.16,200.69,52.77,33.54,Vegetarian
Other,1964.0,86.84,216.05,57.57,4.57,Low-Carb
Other,1447.0,107.85,268.76,72.16,34.52,Vegan
Other,2373.0,90.87,226.56,60.8,4.14,Vegetarian
Other,1351.0,73.31,181.57,48.96,43.1,Balanced
Other,2636.0,95.97,240.53,64.01,40.56,Paleo
Other,1849.0,108.9,272.3,72.25,19.26,Keto
Other,2125.0,112.23,279.17,74.49,25.25,Paleo
Other,1799.0,89.13,223.74,59.6,35.66,Balanced
Other,2180.0,112.46,280.41,74.65,25.63,Vegan
Other,3487.0,118.69,298.46,79.5,17.59,Paleo
Other,2690.0,109.5,273.94,73.62,45.81,Keto
Other,1835.0,78.8,197.82,52.3,20.76,Low-Carb
Other,3358.0,81.92,206.72,55.23,22.39,Vegan
Other,1370.0,123.33,308.93,82.89,21.99,Low-Carb
Other,1154.0,139.49,347.86,93.22,48.83,Low-Carb
Other,1797.0,148.07,366.51,98.26,35.74,Low-Carb
Other,2342.0,95.24,240.43,64.23,10.51,Vegan
Other,1599.0,142.45,353.73,93.71,11.4,Paleo
Other,1847.0,77.04,190.48,50.72,43.88,Vegetarian
Other,2497.0,86.45,217.94,58.45,41.67,Vegetarian
Other,1686.0,99.7,248.28,66.54,23.41,Keto
Other,1641.0,155.46,389.21,103.52,8.11,Keto
Other,1617.0,81.04,201.17,54.19,35.32,Balanced
Other,1993.0,92.89,228.28,61.8,4.25,Low-Carb
Other,1639.0,86.89,219.53,57.6,39.38,Vegetarian
Other,1754.0,93.62,233.83,62.21,38.62,Paleo
Other,1871.0,157.81,392.02,104.55,37.91,Vegetarian
Other,1985.0,93.47,233.22,62.2,33.4,Low-Carb
Other,1318.0,89.03,222.83,58.82,3.27,Low-Carb
Other,2115.0,95.89,239.01,63.38,45.83,Low-Carb
Other,2217.0,123.61,306.98,82.1,40.55,Paleo
Other,1963.0,98.8,248.11,65.78,10.87,Paleo
Other,2106.0,96.33,238.14,63.61,30.08,Balanced
Other,1633.0,82.89,207.3,55.94,15.34,Keto
Other,2528.0,126.3,317.12,83.84,47.23,Keto
Other,1818.0,68.77,168.86,45.85,0.5,Paleo
Other,1325.0,71.2,176.41,47.61,16.02,Low-Carb
Other,3423.0,95.73,240.34,63.21,34.77,Vegan
Other,1206.0,113.3,284.5,75.72,34.48,Vegan
Other,1773.0,83.09,208.43,55.37,7.84,Vegan
Other,1554.0,68.98,172.64,45.66,16.81,Paleo
Other,1669.0,84.58,212.01,55.72,48.16,Vegetarian
Other,1930.0,78.59,190.72,52.24,20.84,Vegan
Other,1509.0,70.89,177.68,47.73,7.56,Low-Carb
Other,2856.0,106.31,265.9,70.93,31.73,Balanced
Other,2371.0,86.26,214.7,57.1,46.33,Balanced
Other,2018.0,102.27,254.75,68.48,37.76,Balanced
Other,1573.0,89.47,223.25,59.23,3.17,Balanced
Other,3590.0,72.03,180.08,47.86,21.43,Vegan
Other,1742.0,75.69,189.08,49.96,0.75,Low-Carb
Other,1929.0,99.19,247.38,66.44,11.04,Vegetarian
Other,2980.0,131.18,326.71,87.2,40.3,Paleo
Other,1732.0,73.98,185.05,49.48,17.49,Balanced
Other,1229.0,76.99,192.05,51.73,24.6,Low-Carb
Other,1719.0,86.68,216.17,57.53,39.74,Keto
Other,1551.0,86.78,217.12,58.53,10.48,Keto
Other,1197.0,81.06,202.24,54.33,0.58,Vegetarian
Other,1734.0,80.16,199.23,53.12,30.83,Paleo
Other,1781.0,127.75,317.22,84.33,7.11,Low-Carb
Other,2197.0,136.68,340.76,90.36,42.88,Balanced
Other,2242.0,77.6,194.68,52.02,6.97,Balanced
Other,1578.0,103.17,258.9,68.78,12.15,Vegan
Other,1886.0,81.36,202.35,54.19,1.86,Keto
Other,1571.0,124.27,307.32,82.57,22.25,Vegetarian
Other,1733.0,122.34,309.07,82.05,48.95,Keto
Other,2225.0,155.7,387.16,103.31,37.93,Vegan
Other,2921.0,122.6,306.2,81.59,39.26,Vegan
Other,2279.0,77.29,193.98,51.88,34.58,Paleo
Other,2753.0,82.64,205.35,54.51,3.89,Paleo
Other,1366.0,84.01,209.6,55.45,26.65,Keto
Other,1819.0,122.89,306.73,81.52,2.18,Low-Carb
Other,1708.0,108.44,270.02,72.26,31.0,Paleo
Other,2351.0,113.45,283.12,75.27,12.7,Balanced
Other,1489.0,75.1,187.56,50.19,48.9,Paleo
Other,1844.0,85.58,216.14,57.9,10.47,Balanced
Other,1657.0,67.71,168.69,45.26,8.43,Paleo
Other,1977.0,93.39,231.61,62.36,33.94,Low-Carb
Other,2580.0,142.2,355.58,95.05,26.21,Paleo
Other,2371.0,150.36,375.59,100.73,35.86,Vegetarian
Other,2436.0,119.29,296.41,79.1,18.53,Keto
Other,2121.0,155.2,385.7,103.8,38.14,Balanced
Other,1393.0,110.41,274.15,73.05,44.33,Vegetarian
Other,2540.0,118.5,294.52,78.77,18.67,Low-Carb
Other,2853.0,94.63,233.32,61.82,18.08,Balanced
Other,1768.0,97.02,242.58,64.34,24.87,Vegetarian
Other,1203.0,68.73,171.4,45.13,41.33,Vegan
Other,2212.0,78.41,196.27,52.03,18.64,Paleo
Other,1889.0,76.61,190.42,50.48,0.49,Paleo
Other,1862.0,82.99,209.06,54.56,23.38,Vegan
Other,1935.0,109.16,271.85,72.84,19.33,Vegetarian
Other,1586.0,95.08,235.04,63.14,25.22,Vegan
Other,2955.0,105.84,266.28,70.74,31.49,Paleo
Other,2054.0,89.51,223.7,59.91,29.45,Keto
Other,2428.0,98.27,246.89,65.07,36.79,Balanced
Other,2562.0,69.97,175.24,46.77,29.8,Vegetarian
Other,2178.0,119.85,297.99,79.9,12.52,Paleo
Other,1254.0,109.51,274.32,72.9,22.02,Low-Carb
Other,2148.0,95.32,241.8,64.26,48.96,Balanced
Other,1735.0,106.35,266.34,71.17,16.73,Paleo
Other,3328.0,119.73,298.05,80.37,39.31,Balanced
Other,3220.0,107.74,269.85,71.75,29.46,Balanced
Other,1512.0,118.88,297.94,79.54,31.02,Vegan
Other,1350.0,123.12,307.96,82.11,6.65,Low-Carb
Other,2107.0,92.27,233.01,61.92,33.3,Paleo
Other,3130.0,94.71,233.48,62.42,10.75,Vegetarian
Other,1487.0,108.45,271.47,72.21,34.61,Keto
Other,1620.0,146.28,364.79,97.72,6.72,Balanced
Other,1535.0,78.22,195.26,51.19,43.04,Vegan
Other,1490.0,114.04,287.19,76.84,35.36,Paleo
Other,1948.0,67.87,168.22,44.63,26.38,Balanced
Other,3023.0,71.77,179.43,48.08,46.02,Vegan
Other,2111.0,95.78,240.27,63.34,29.83,Paleo
Other,2087.0,60.93,153.83,41.29,0.35,Vegan
Other,1972.0,89.05,222.52,59.68,3.85,Low-Carb
